5.898332047750875162e+00,6.428307800429674534e-01,-2.582172531283146721e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725050783e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.876321453931116601e+00,6.290490223496310040e-01,-2.604031420725051227e+00
5.820360999225660414e+00,5.956899118626292067e-01,-2.549194051602057698e+00
5.704231969969655758e+00,5.175310105189221410e-01,-2.667019296144769847e+00
5.533875125930302730e+00,4.300131228202008216e-01,-2.505810800315570575e+00
5.334671310421526869e+00,2.829992603179065647e-01,-2.297418501773548005e+00
5.130304381066131292e+00,5.307693030397482581e-02,-2.556348843347359345e+00
4.832266517273070328e+00,-1.444293985210779174e-01,-2.857298340291220651e+00
4.450003422523985286e+00,-2.561302624136903572e-01,-2.883852527272648736e+00
4.035638285961291594e+00,-3.653583749830554006e-01,-3.244546528192708834e+00
3.588020678238796446e+00,-3.191108919318105253e-01,-3.193417744246950463e+00
3.138624746958081246e+00,-2.958000336204513192e-01,-3.572192330967409735e+00
2.729702627591379382e+00,-1.079628715371234449e-01,-3.950966917687869451e+00
