1.226585533767238223e-01,-4.306346998701652273e-01
1.455852092526428720e-01,-4.147431480313149565e-01
1.705340560802221239e-01,-3.965483504695281325e-01
1.830044634489807198e-01,-3.871195454688567406e-01
1.908573578922468927e-01,-3.811027427601692552e-01
2.052967758232746853e-01,-3.699497156312859247e-01
2.183593631024099146e-01,-3.596460353660594356e-01
2.319263392842982330e-01,-3.487774903865173415e-01
2.708648571102946212e-01,-3.174378624461189902e-01
2.792903476754078906e-01,-3.110068881481841685e-01
2.875793880242304423e-01,-3.046709040180549666e-01
2.960384654814400274e-01,-2.980901445903972879e-01
3.072718489392615160e-01,-2.891862059228161308e-01
3.224254157972647472e-01,-2.768690014253742948e-01
4.169576422053968834e-01,-1.973075594322930559e-01
6.426653866628774248e-01,3.665729222909139967e-02
7.357863965649433791e-01,2.093032253822907918e-01
7.489455550995314237e-01,2.477755721430330016e-01
7.605767397732574597e-01,2.804003308864614907e-01
7.716671059450999071e-01,3.097337581123667527e-01
7.831743258531845830e-01,3.387714700135535661e-01
7.958963375019071362e-01,3.693826554028293296e-01
8.101537316820655033e-01,4.019506025100591518e-01
8.263386891018337232e-01,4.367601148764619912e-01
8.442258365595406433e-01,4.725717590005534818e-01
8.616014717902161779e-01,5.045949133763506511e-01
8.795117110100936220e-01,5.352848553433517953e-01
8.944588029316117295e-01,5.591776477558016989e-01
9.019312626201178018e-01,5.704380118356435769e-01
9.066222002636675770e-01,5.773179780397539318e-01
9.276306690262051680e-01,6.082925282808819833e-01
1.079999999999948335e+00,8.313812898329214773e-01
1.225966601555337876e+00,1.203800559829250716e+00
1.422883585642027660e+00,1.432790471817559697e+00
1.447905112722734033e+00,1.483854844957747998e+00
1.459442825987706138e+00,1.510084293597716565e+00
1.487614084515672452e+00,1.576610095062250139e+00
1.493687376508458398e+00,1.588850510875356781e+00
1.500523133798203235e+00,1.602234278074264218e+00
1.507631293265060402e+00,1.615733602573572902e+00
1.515247998363431714e+00,1.629762747835126424e+00
1.522832349184938483e+00,1.643310262653581155e+00
1.529085733642240319e+00,1.654176654408824998e+00
1.535015953289454949e+00,1.664207793212655995e+00
1.546876417725178143e+00,1.684003846498135282e+00
1.583813112972875192e+00,1.742547650219491873e+00
1.721993970790749673e+00,1.934063865287588335e+00
2.014914383994860891e+00,2.206502700823921526e+00
2.358286893908772441e+00,2.356817578178397987e+00
2.457829161238538340e+00,2.366505424022708137e+00
