1.226585533767238223e-01,-4.306346998701652273e-01
1.226585533767238084e-01,-4.306346998701652828e-01
1.226585533767238084e-01,-4.306346998701652828e-01
1.226585533767238084e-01,-4.306346998701652828e-01
1.226585533767238084e-01,-4.306346998701652828e-01
1.226585533767238084e-01,-4.306346998701652828e-01
1.226585533767238084e-01,-4.306346998701652828e-01
1.683881796905998540e-01,-3.989373284318167290e-01
1.907996835336541186e-01,-3.826432381021003803e-01
2.248670681519544801e-01,-3.586531469631092928e-01
2.726999397677408732e-01,-3.252669297619599220e-01
3.336942494482966759e-01,-2.816241255952217637e-01
3.987738851726431166e-01,-2.330207330107355868e-01
4.687383979163873282e-01,-1.804734416339724701e-01
5.291628711381867189e-01,-1.378123292573138481e-01
5.798895496767065838e-01,-1.032381954853823919e-01
6.221833724988528047e-01,-7.656925148473284204e-02
7.380063213641652187e-01,6.590861224725274789e-04
7.853073773312929662e-01,2.848508094773335650e-02
8.982763789815844113e-01,1.021655488476452822e-01
9.425919855163705785e-01,1.388492480132993145e-01
9.884635953281500909e-01,1.769693749336763156e-01
1.034466722312761044e+00,2.192773874586898264e-01
1.079923742270983089e+00,2.657252933939115991e-01
1.124785299445854481e+00,3.168836563699056197e-01
1.300652804610907376e+00,5.422609550890947760e-01
1.346341546383714949e+00,6.009985228373713184e-01
1.389933386764744760e+00,6.630021532165528697e-01
1.453913134718495037e+00,7.675913999683768862e-01
1.487830138729687723e+00,8.330099944309309334e-01
1.516458928564578423e+00,8.977631876164507974e-01
1.544511184543048143e+00,9.584689154955883250e-01
1.607566326387984912e+00,1.117920273761725314e+00
1.621037009731855383e+00,1.174873227792595509e+00
1.634415857712580689e+00,1.227361649392834098e+00
1.644433017762696903e+00,1.263606260695275152e+00
1.650420150177433820e+00,1.283560759788751282e+00
1.669021508932196252e+00,1.343246765447728031e+00
1.713548807519752026e+00,1.518001547570873688e+00
1.727869543612263525e+00,1.664121390479172735e+00
1.724980308440288601e+00,1.775715188912299070e+00
1.711161850571443876e+00,1.890462900655690559e+00
1.699639167449943811e+00,2.009296484005068884e+00
1.675537602594323827e+00,2.129954482041612973e+00
1.638059024057925139e+00,2.250802990934932080e+00
1.600073928894153008e+00,2.374866666265722071e+00
1.557020068241120159e+00,2.499788437524830265e+00
1.519253162267962587e+00,2.627764591350418844e+00
1.496032604201025906e+00,2.759362809691498608e+00
1.440291835117889274e+00,3.106161391198614563e+00
